,index,Name,birth,death,timeline_position,timeline_position_extended,Summary,cloudinary thumbnails,cloudinary artworks
92,92,Ludovico Mazzolino,1480,1528,1504,1504.0,"Ludovico Mazzolino - also known as Mazzolini da Ferrara, Lodovico Ferraresa, and Il Ferrarese - was an Italian Renaissance painter active in Ferrara and Bologna.",,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/92_0_zqhtkr.png']
200,200,Maturino da Firenze,1490,1528,1509,1504.5,"Maturino da Firenze (1490–1528) was an Italian painter, born in Florence, but working in Rome during the Renaissance.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_200_zborma.png,
171,171,Domenico Puligo,1492,1527,1510,1505.0,"Domenico Puligo (1492–1527) was an Italian painter of the Renaissance, active in Florence. His real name was Domenico di Bartolomeo Ubaldini.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_171_arnmnz.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/171_0_z7nvxk.png']
186,186,Properzia de' Rossi,1490,1530,1510,1505.5,"Properzia de' Rossi was an Italian Renaissance sculptor. She studied under the Bolognese artist and master engraver Marcantonio Raimondi, who is best known today for his engravings after paintings by Raphael.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_186_uuvjeb.png,
193,193,Dosso Dossi,1480,1542,1511,1506.0,"Dosso Dossi was an Italian Renaissance painter who belonged to the School of Ferrara, painting in a style mainly influenced by Venetian painting, in particular Giorgione and early Titian.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_193_cwfubb.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/193_0_ddqybn.png']
204,204,Franciabigio,1484,1525,1504,1506.5,"Franciabigio was an Italian painter of the Florentine Renaissance. His true name may have been Francesco di Cristofano, however he also is referred to as either Marcantonio Franciabigio or Francia Bigio.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_204_zgqsa0.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/204_0_mtj7lv.png']
146,146,Vincenzo Civerchio,1470,1544,1507,1507.0,"Vincenzo Civerchio or Civercio was an Italian painter of the Renaissance, born at Crema, and active also in Brescia, where there are some of his alter-pieces. One of his works is at the National Gallery of Art, Washington D.C., others in the Pinacoteca di Brera, Milan, Italy. He is said to be an imitator of Bernardino Butinone, Bernardino Zenale, and influenced by Vincenzo Foppa.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_146_ufn4ny.png,
195,195,Giovanni Antonio Licino,1484,1539,1512,1507.5,"Pordenone, Il Pordenone in Italian, is the byname of Giovanni Antonio de’ Sacchis, an Italian Mannerist painter, loosely of the Venetian school. Vasari, his main biographer, wrongly identifies him as Giovanni Antonio Licinio. He painted in several cities in northern Italy ""with speed, vigor, and deliberate coarseness of expression and execution—intended to shock"".",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_195_mjenls.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/195_2_ktk5oj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/195_1_ngp6zi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/195_0_wi5vzm.png']"
182,182,Baldassare Peruzzi,1481,1536,1508,1508.0,"Baldassare Tommaso Peruzzi was an Italian architect and painter, born in a small town near Siena and died in Rome. He worked for many years with Bramante, Raphael, and later Sangallo during the erection of the new St. Peter's. He returned to his native Siena after the Sack of Rome (1527) where he was employed as architect to the Republic. For the Sienese he built new fortifications for the city and designed a remarkable dam on the Bruna River near Giuncarico. He seems to have moved back to Rome permanently by 1535. He died there the following year and was buried in the Rotunda of the Pantheon, near Raphael.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_182_ncobzo.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/182_4_maihx7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/182_3_amdcyu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/182_2_iwj4sw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/182_5_gnl0e9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/182_1_hirdxb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/182_0_uzfh0b.png']"
201,201,Bartolommeo Ramenghi,1484,1542,1513,1508.5,"Bartolomeo Ramenghi (1484–1542), also called Bagnacavallo, il Bagnacavallo or il Baruffaldi, was an Italian painter of the Renaissance, active in Emilia-Romagna.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_201_lihvua.png,
176,176,Benedetto da Rovezzano,1474,1554,1514,1509.0,"Benedetto Grazzini, best known as Benedetto da Rovezzano was an Italian architect and sculptor who worked mainly in Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_176_flborw.png,
202,202,Marco Calabrese,1486,1542,1514,1509.5,"Marco Cardisco, also known as Marco Calabrese, was an Italian painter of the Renaissance period, active mainly in Naples during 1508-1542.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_202_gxswmo.png,
126,126,Eusebio da San Giorgio,1470,1550,1510,1510.0, Eusebio da San Giorgio or Eusebio di Jacopo di Cristoforo da San Giorgio was an Italian painter of the Renaissance period.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_126_ysl7b1.png,
206,206,Jacopo Palma,1480,1528,1504,1510.5,"Palma Vecchio, born Jacopo Palma and also known as Jacopo Negretti, was a Venetian painter of the Italian High Renaissance. He was born at Serina Alta near Bergamo, a dependency of the Republic of Venice, but his recorded career all took place in or near Venice. He is called Palma Vecchio in English to distinguish him from Palma il Giovane, his great-nephew, who was also a painter.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_206_ahytp3.png,
173,173,Vincenzo da San Gimignano,1492,1530,1511,1511.0,"Vincenzo Tamagni was an Italian painter of the Renaissance. Born in San Gimignano, he became an apprentice first with il Sodoma at Monte Oliveto Maggiore, and then worked in the Vatican Loggie under Raphael in Rome (1512-1516). Drawings of the Raphael frescoes in Tamagni’s hand exist. He mainly painted in the towns surrounding Siena. He painted altarpieces for San Girolamo and Sant'Agostino in San Gimignano. He is featured in Giorgio Vasari's Vite, who refers to him as Vincenzo da San Gimignano.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_173_kuy0jv.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/173_0_lzyx5t.png']
209,209,Francesco Granacci,1469,1543,1506,1511.5,"Francesco Granacci was an Italian Renaissance painter active primarily in his native Florence. Though little-known today, he was regarded in his time and is featured in Giorgio Vasari's Lives of the Artists.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_209_klhftj.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/209_2_xthetr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/209_3_cml0b8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/209_1_tr5pyt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/209_0_fpphna.png']"
157,157,Antonio da Correggio,1489,1534,1512,1512.0,"Antonio Allegri da Correggio, usually known as just Correggio, was the foremost painter of the Parma school of the High Italian Renaissance, who was responsible for some of the most vigorous and sensuous works of the 16th century. In his use of dynamic composition, illusionistic perspective and dramatic foreshortening, Correggio prefigured the Baroque art of the 17th century and the Rococo art of the 18th century. He is considered a master of chiaroscuro.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_157_pu3xtk.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/157_2_oiup2a.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/157_0_q67hc8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/157_3_m5sv5f.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/157_1_eenxbi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/157_4_emhfcz.png']"
196,196,Rosso Fiorentino,1494,1540,1517,1512.5,"Giovanni Battista di Jacopo, known as Rosso Fiorentino, or Il Rosso, was an Italian Mannerist painter, in oil and fresco, belonging to the Florentine school.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_196_opipwd.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_4_cdur2m.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_3_aqohrh.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_0_oi6bix.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_2_aa3stj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_5_pnft1k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_1_kunn3h.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_7_hrbsze.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/196_6_xm2agc.png']"
197,197,Giovanni Antonio Sogliani,1492,1544,1518,1513.0,"Giovanni Antonio Sogliani was an Italian painter of the Renaissance, active mainly in Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_197_dkkqhy.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/197_0_hqewcr.png']
207,207,Lorenzo Lotto,1480,1556,1518,1513.5,"Lorenzo Lotto was an Italian painter, draughtsman and illustrator, traditionally placed in the Venetian school, though much of his career was spent in other north Italian cities. He painted mainly altarpieces, religious subjects and portraits. He was active during the High Renaissance and the first half of the Mannerist period, but his work maintained a generally similar High Renaissance style throughout his career, although his nervous and eccentric posings and distortions represented a transitional stage to the Florentine and Roman Mannerists.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_207_dkljnx.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/207_2_ibapbz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/207_0_b5pw1d.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/207_1_ktmast.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/207_3_tsmgyl.png']"
98,98,Benedetto Coda,1492,1535,1514,1514.0,Benedetto Coda was an Italian painter of the Renaissance active in Rimini. He is mainly known for his religious subjects.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_098_ldeowf.png,
210,210,Baccio d'Agnolo,1462,1543,1502,1514.5,"Baccio D'Agnolo, born Bartolomeo Baglioni, was an Italian woodcarver, sculptor and architect from Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_210_jwlq8k.png,
198,198,Girolamo da Treviso,1497,1544,1520,1515.0,"Girolamo da Treviso, also known as Girolamo di Tommaso da Treviso the Younger and Girolamo Trevigi, was an Italian Renaissance sculptor and painter in Henry VIII's court in England.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_198_hblx4j.png,
211,211,Valerio Vicentino,1468,1546,1507,1515.5,"Valerio Belli, also known as Valerio Vicentino, was a celebrated medallist, gem engraver,goldsmith, who with Giovanni Bernardi, who was twenty years younger, was the leading specialist in intaglios engraved in rock crystal, a difficult luxury form which Belli pioneered. These were highly sought after by wealthy Italian collectors. Though described as being ""engraved"", the intaglios are cut by drills, sometimes quite deeply, and developed their style from classical coins and engraved gems, to give ""smoothly and eloquently orchestrated figural compositions"". Castings of many of the crystal carvings were taken in wax and them used to make metal plaquettes, which Belli also designed and made de novo. He was described as a goldsmith, though no surviving works are known, and had some role at the Papal mint, though no coins are clearly attributable to him.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_211_ea1xzx.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_5_sqir2s.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_10_gti0lr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_0_ltclg4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_6_uv7t8v.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_7_hggctr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_9_f5lpel.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_1_kgsjty.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_8_bgynaj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_3_yhbdxg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_2_wfj0bj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/211_4_cfc5fb.png']"
181,181,Lorenzetto,1490,1541,1516,1516.0,"Lorenzo Lotti, also known as Lorenzetto, (1490–1541), born Lorenzo di Lodovico di Guglielmo, was an Italian Renaissance sculptor and architect in the circle of Raphael.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_181_fblfgr.png,
199,199,Polidoro da Caravaggio,1499,1543,1521,1516.5,"Polidoro Caldara, usually known as Polidoro da Caravaggio was an Italian painter of the Mannerist period, ""arguably the most gifted and certainly the least conventional of Raphael's pupils"", who was best known for his now-vanished paintings on the facades of Roman houses. He was unrelated to the later painter Michelangelo Merisi da Caravaggio, usually known just as Caravaggio, but both came from the town of Caravaggio.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_199_j6hasg.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_18_chxrm3.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_9_beyqet.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_1_i1ognv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_23_udbpxo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_7_kkbu8s.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_14_uaolan.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_10_prbhh5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_16_cktzrp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_20_yvx00i.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_12_pvdjxa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_0_ri6toa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_2_rlks0o.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_6_maaxc5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_21_ksiquy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_5_pigryr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_22_ln4fzl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_25_jen1ca.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_19_qktgwd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_11_wzflfo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_17_ypae1m.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_3_fbspfu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_13_bdoqcz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_15_ywjpvk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_8_y5kskr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_24_to41lt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/199_4_xvnkbd.png']"
190,190,Alfonso Lombardi,1497,1537,1517,1517.0,"Alfonso Lombardi, also known as Lombardi da Lucca, Alfonso da Ferrara and as Alfonso Lombardo, was an Italian sculptor and medalist who was born in Ferrara, Italy in 1497, and died in Bologna in 1537. He was very active in Bologna where he created a number of works that are still present in the most important churches of that city. Giorgio Vasari dedicated a chapter to Lombardi in his Vite.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_190_beiwza.png,
205,205,Francesco Mazzola,1503,1540,1522,1517.5,"Girolamo Francesco Maria Mazzola, also known as Francesco Mazzola or, more commonly, as Parmigianino, was an Italian Mannerist painter and printmaker active in Florence, Rome, Bologna, and his native city of Parma. His work is characterized by a ""refined sensuality"" and often elongation of forms and includes Vision of Saint Jerome (1527) and the iconic if somewhat untypical Madonna with the Long Neck (1534), and he remains the best known artist of the first generation whose whole careers fall into the Mannerist period.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_205_qwgb70.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_46_g7qeqv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_5_couqyc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_36_muw7yb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_12_eyghj2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_29_jpymnm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_0_blxl9w.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_28_pe2kcv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_6_io1dag.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_26_jxiz6k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_19_aykdde.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_18_gp52oa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_7_eymdt8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_35_gq55ad.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_39_vgvvdt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_11_hof7dx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_38_tjbijg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_54_tagvtt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_55_krkmvn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_30_c81vmq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_58_nxmeav.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_25_ahnv3v.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_31_yqxibj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_48_capd2v.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_27_kepfbb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_20_gsyet4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_8_ozsbdu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_41_zo4b7n.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_4_gnycdd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_13_zvsb76.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_1_nndont.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_23_qcxx4a.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_56_s4wl6d.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_57_fvvhjo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_14_anpyw2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_17_dnrh5y.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_47_v17pvl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_24_ezzn8p.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_37_pbtuen.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_34_lxayxj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_22_hbl5ht.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_33_arywqz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_42_txrrul.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_2_gsgz5b.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_3_ke9d9m.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_51_deqxcz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_49_uok27o.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_40_beedyc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_44_ujxtyh.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_32_liodor.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_10_apryj0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_45_anrmsz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_43_cfuvxv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_9_fue711.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_21_la1vju.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_15_j7z8mu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_50_ksqbtc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_52_b885wy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/205_53_u6z1os.png']"
150,150,Giovanni Francesco Caroto,1480,1555,1518,1518.0,"Giovanni Francesco Caroto was an Italian painter of the Renaissance
active mainly in his native city of Verona.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_150_ef3aps.png,
213,213,Matteo dal Nasaro Veronese,1485,1548,1516,1518.5,"Matteo dal Nasaro Veronese, also known as Matteo dal Nasaro of Verona, was an Italian sculptor.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_213_quqk3u.png,
194,194,Battista Dossi,1490,1548,1519,1519.0,"Battista Dossi, also known as Battista de Luteri, was an Italian painter who belonged to the Ferrara School of Painting. He spent nearly his entire career in service of the Court of Ferrara, where he worked with his older brother Dosso Dossi. It is believed that Battista worked in the Rome studio of Raphael from 1517 to 1520. Battista’s students include Camillo Filippi.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_194_dyhv7a.png,
