type,title,displaytitle,wikibase_item,pageid,lang,dir,revision,tid,timestamp,description,description_source,extract,extract_html,namespace.id,namespace.text,titles.canonical,titles.normalized,titles.display,thumbnail.source,thumbnail.width,thumbnail.height,originalimage.source,originalimage.width,originalimage.height,content_urls.desktop.page,content_urls.desktop.revisions,content_urls.desktop.edit,content_urls.desktop.talk,content_urls.mobile.page,content_urls.mobile.revisions,content_urls.mobile.edit,content_urls.mobile.talk
standard,Palma Vecchio,Palma Vecchio,Q9342,24768209,en,ltr,1005537996,61e12ba0-b2ba-11eb-88cd-9fe4835258ef,2021-02-08T05:17:56Z,Italian painter,local,"Palma Vecchio, born Jacopo Palma and also known as Jacopo Negretti, was a Venetian painter of the Italian High Renaissance. He was born at Serina Alta near Bergamo, a dependency of the Republic of Venice, but his recorded career all took place in or near Venice. He is called Palma Vecchio in English to distinguish him from Palma il Giovane, his great-nephew, who was also a painter.","<p><b>Palma Vecchio</b>, born <b>Jacopo Palma</b> and also known as <b>Jacopo Negretti</b>, was a Venetian painter of the Italian High Renaissance. He was born at Serina Alta near Bergamo, a dependency of the Republic of Venice, but his recorded career all took place in or near Venice. He is called Palma Vecchio in English to distinguish him from Palma il Giovane, his great-nephew, who was also a painter.</p>",0,,Palma_Vecchio,Palma Vecchio,Palma Vecchio,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Palma_Vecchio_-_Portrait_of_a_Poet_-_Google_Art_Project.jpg/247px-Palma_Vecchio_-_Portrait_of_a_Poet_-_Google_Art_Project.jpg,247.0,320.0,https://upload.wikimedia.org/wikipedia/commons/6/69/Palma_Vecchio_-_Portrait_of_a_Poet_-_Google_Art_Project.jpg,2315.0,3000.0,https://en.wikipedia.org/wiki/Palma_Vecchio,https://en.wikipedia.org/wiki/Palma_Vecchio?action=history,https://en.wikipedia.org/wiki/Palma_Vecchio?action=edit,https://en.wikipedia.org/wiki/Talk:Palma_Vecchio,https://en.m.wikipedia.org/wiki/Palma_Vecchio,https://en.m.wikipedia.org/wiki/Special:History/Palma_Vecchio,https://en.m.wikipedia.org/wiki/Palma_Vecchio?action=edit,https://en.m.wikipedia.org/wiki/Talk:Palma_Vecchio
standard,Lorenzo Lotto,Lorenzo Lotto,Q310973,329668,en,ltr,1002614384,2e74fb00-b1fe-11eb-aa97-5bb0413e16fa,2021-01-25T07:19:42Z,,,"Lorenzo Lotto was an Italian painter, draughtsman and illustrator, traditionally placed in the Venetian school, though much of his career was spent in other north Italian cities. He painted mainly altarpieces, religious subjects and portraits. He was active during the High Renaissance and the first half of the Mannerist period, but his work maintained a generally similar High Renaissance style throughout his career, although his nervous and eccentric posings and distortions represented a transitional stage to the Florentine and Roman Mannerists.","<p><b>Lorenzo Lotto</b> was an Italian painter, draughtsman and illustrator, traditionally placed in the Venetian school, though much of his career was spent in other north Italian cities. He painted mainly altarpieces, religious subjects and portraits. He was active during the High Renaissance and the first half of the Mannerist period, but his work maintained a generally similar High Renaissance style throughout his career, although his nervous and eccentric posings and distortions represented a transitional stage to the Florentine and Roman Mannerists.</p>",0,,Lorenzo_Lotto,Lorenzo Lotto,Lorenzo Lotto,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Lotto_Lorenzo_%28attributed%29_presumably_self_portrait_31862-p.jpg/256px-Lotto_Lorenzo_%28attributed%29_presumably_self_portrait_31862-p.jpg,256.0,320.0,https://upload.wikimedia.org/wikipedia/commons/d/df/Lotto_Lorenzo_%28attributed%29_presumably_self_portrait_31862-p.jpg,2205.0,2750.0,https://en.wikipedia.org/wiki/Lorenzo_Lotto,https://en.wikipedia.org/wiki/Lorenzo_Lotto?action=history,https://en.wikipedia.org/wiki/Lorenzo_Lotto?action=edit,https://en.wikipedia.org/wiki/Talk:Lorenzo_Lotto,https://en.m.wikipedia.org/wiki/Lorenzo_Lotto,https://en.m.wikipedia.org/wiki/Special:History/Lorenzo_Lotto,https://en.m.wikipedia.org/wiki/Lorenzo_Lotto?action=edit,https://en.m.wikipedia.org/wiki/Talk:Lorenzo_Lotto
standard,Giovanni Giocondo,Giovanni Giocondo,Q5585,1846758,en,ltr,1005576898,ced27f40-94c2-11eb-8447-55d91646ebd8,2021-02-08T11:26:54Z,,,"Giovanni Giocondo, Order of Friars Minor, was an Italian friar, architect, antiquary, archaeologist, and classical scholar.","<p><b>Giovanni Giocondo</b>, Order of Friars Minor, was an Italian friar, architect, antiquary, archaeologist, and classical scholar.</p>",0,,Giovanni_Giocondo,Giovanni Giocondo,Giovanni Giocondo,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Giovanni_Giocondo.jpg/233px-Giovanni_Giocondo.jpg,233.0,320.0,https://upload.wikimedia.org/wikipedia/commons/2/2f/Giovanni_Giocondo.jpg,650.0,892.0,https://en.wikipedia.org/wiki/Giovanni_Giocondo,https://en.wikipedia.org/wiki/Giovanni_Giocondo?action=history,https://en.wikipedia.org/wiki/Giovanni_Giocondo?action=edit,https://en.wikipedia.org/wiki/Talk:Giovanni_Giocondo,https://en.m.wikipedia.org/wiki/Giovanni_Giocondo,https://en.m.wikipedia.org/wiki/Special:History/Giovanni_Giocondo,https://en.m.wikipedia.org/wiki/Giovanni_Giocondo?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giovanni_Giocondo
standard,Francesco Granacci,Francesco Granacci,Q717097,8466387,en,ltr,1018002998,646ffe70-9e22-11eb-a338-3771f787aced,2021-04-15T19:40:07Z,Italian painter (1469–1543),local,"Francesco Granacci was an Italian Renaissance painter active primarily in his native Florence. Though little-known today, he was regarded in his time and is featured in Giorgio Vasari's Lives of the Artists.","<p><b>Francesco Granacci</b> was an Italian Renaissance painter active primarily in his native Florence. Though little-known today, he was regarded in his time and is featured in Giorgio Vasari's <i>Lives of the Artists</i>.</p>",0,,Francesco_Granacci,Francesco Granacci,Francesco Granacci,https://upload.wikimedia.org/wikipedia/commons/1/1b/122_le_vite%2C_francesco_granacci.jpg,263.0,300.0,https://upload.wikimedia.org/wikipedia/commons/1/1b/122_le_vite%2C_francesco_granacci.jpg,263.0,300.0,https://en.wikipedia.org/wiki/Francesco_Granacci,https://en.wikipedia.org/wiki/Francesco_Granacci?action=history,https://en.wikipedia.org/wiki/Francesco_Granacci?action=edit,https://en.wikipedia.org/wiki/Talk:Francesco_Granacci,https://en.m.wikipedia.org/wiki/Francesco_Granacci,https://en.m.wikipedia.org/wiki/Special:History/Francesco_Granacci,https://en.m.wikipedia.org/wiki/Francesco_Granacci?action=edit,https://en.m.wikipedia.org/wiki/Talk:Francesco_Granacci
standard,Baccio D'Agnolo,Baccio D'Agnolo,Q2706849,58234,en,ltr,1022784909,701efbe0-b326-11eb-a59d-cdcfd7f4f80b,2021-05-12T13:32:00Z,,,"Baccio D'Agnolo, born Bartolomeo Baglioni, was an Italian woodcarver, sculptor and architect from Florence.","<p><b>Baccio D'Agnolo</b>, born <b>Bartolomeo Baglioni</b>, was an Italian woodcarver, sculptor and architect from Florence.</p>",0,,Baccio_D'Agnolo,Baccio D'Agnolo,Baccio D'Agnolo,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Ritratto_di_Baccio_d%E2%80%99Agnolo.jpg/235px-Ritratto_di_Baccio_d%E2%80%99Agnolo.jpg,235.0,320.0,https://upload.wikimedia.org/wikipedia/commons/1/17/Ritratto_di_Baccio_d%E2%80%99Agnolo.jpg,1700.0,2317.0,https://en.wikipedia.org/wiki/Baccio_D'Agnolo,https://en.wikipedia.org/wiki/Baccio_D'Agnolo?action=history,https://en.wikipedia.org/wiki/Baccio_D'Agnolo?action=edit,https://en.wikipedia.org/wiki/Talk:Baccio_D'Agnolo,https://en.m.wikipedia.org/wiki/Baccio_D'Agnolo,https://en.m.wikipedia.org/wiki/Special:History/Baccio_D'Agnolo,https://en.m.wikipedia.org/wiki/Baccio_D'Agnolo?action=edit,https://en.m.wikipedia.org/wiki/Talk:Baccio_D'Agnolo
standard,Valerio Belli,Valerio Belli,Q716539,12088503,en,ltr,997432811,087b76c0-b340-11eb-9fc8-39c8bd895966,2020-12-31T13:45:57Z,,,"Valerio Belli, also known as Valerio Vicentino, was a celebrated medallist, gem engraver,goldsmith, who with Giovanni Bernardi, who was twenty years younger, was the leading specialist in intaglios engraved in rock crystal, a difficult luxury form which Belli pioneered. These were highly sought after by wealthy Italian collectors. Though described as being ""engraved"", the intaglios are cut by drills, sometimes quite deeply, and developed their style from classical coins and engraved gems, to give ""smoothly and eloquently orchestrated figural compositions"". Castings of many of the crystal carvings were taken in wax and them used to make metal plaquettes, which Belli also designed and made de novo. He was described as a goldsmith, though no surviving works are known, and had some role at the Papal mint, though no coins are clearly attributable to him.","<p><b>Valerio Belli</b>, also known as Valerio Vicentino, was a celebrated medallist, gem engraver,goldsmith, who with Giovanni Bernardi, who was twenty years younger, was the leading specialist in intaglios engraved in rock crystal, a difficult luxury form which Belli pioneered. These were highly sought after by wealthy Italian collectors. Though described as being ""engraved"", the intaglios are cut by drills, sometimes quite deeply, and developed their style from classical coins and engraved gems, to give ""smoothly and eloquently orchestrated figural compositions"". Castings of many of the crystal carvings were taken in wax and them used to make metal plaquettes, which Belli also designed and made <i>de novo</i>. He was described as a goldsmith, though no surviving works are known, and had some role at the Papal mint, though no coins are clearly attributable to him.</p>",0,,Valerio_Belli,Valerio Belli,Valerio Belli,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Da_valerio_belli%2C_presentazione_di_ges%C3%B9_al_tempio%2C_1530-50_ca..JPG/320px-Da_valerio_belli%2C_presentazione_di_ges%C3%B9_al_tempio%2C_1530-50_ca..JPG,320.0,288.0,https://upload.wikimedia.org/wikipedia/commons/6/60/Da_valerio_belli%2C_presentazione_di_ges%C3%B9_al_tempio%2C_1530-50_ca..JPG,1909.0,1719.0,https://en.wikipedia.org/wiki/Valerio_Belli,https://en.wikipedia.org/wiki/Valerio_Belli?action=history,https://en.wikipedia.org/wiki/Valerio_Belli?action=edit,https://en.wikipedia.org/wiki/Talk:Valerio_Belli,https://en.m.wikipedia.org/wiki/Valerio_Belli,https://en.m.wikipedia.org/wiki/Special:History/Valerio_Belli,https://en.m.wikipedia.org/wiki/Valerio_Belli?action=edit,https://en.m.wikipedia.org/wiki/Talk:Valerio_Belli
standard,Giovanni Bernardi,Giovanni Bernardi,Q632781,14284954,en,ltr,796840743,28ee69c0-87d1-11eb-84b7-45a158a444a5,2017-08-23T10:45:21Z,,,"Giovanni Bernardi, also known as Giovanni da Castel Bolognese and as Giovanni da Castelbolognese, was an Italian gem engraver and medallist who was born in Castel Bolognese, Italy. He was the son of a goldsmith and by 1530 had moved to Rome, where he had a position in the Papal mint, which also allowed him time to work for other patrons. These included Cardinal Ippolito de' Medici (1511–35), Pope Clement VII (1523–34), Cardinal Alessandro Farnese, the future Pope Paul III, as well as his grandson, also called Cardinal Alessandro Farnese. He was ""a skillful composer of elegant nudes in elaborate scenes"".","<p><b>Giovanni Bernardi</b>, also known as <b>Giovanni da Castel Bolognese</b> and as <b>Giovanni da Castelbolognese</b>, was an Italian gem engraver and medallist who was born in Castel Bolognese, Italy. He was the son of a goldsmith and by 1530 had moved to Rome, where he had a position in the Papal mint, which also allowed him time to work for other patrons. These included Cardinal Ippolito de' Medici (1511–35), Pope Clement VII (1523–34), Cardinal Alessandro Farnese, the future Pope Paul III, as well as his grandson, also called Cardinal Alessandro Farnese. He was ""a skillful composer of elegant nudes in elaborate scenes"".</p>",0,,Giovanni_Bernardi,Giovanni Bernardi,Giovanni Bernardi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/The_Punishment_of_Tityus%2C_a_rock_crystal_intaglio_by_Giovanni_Bernardi%2C_the_British_Museum.jpg/320px-The_Punishment_of_Tityus%2C_a_rock_crystal_intaglio_by_Giovanni_Bernardi%2C_the_British_Museum.jpg,320.0,320.0,https://upload.wikimedia.org/wikipedia/commons/2/27/The_Punishment_of_Tityus%2C_a_rock_crystal_intaglio_by_Giovanni_Bernardi%2C_the_British_Museum.jpg,600.0,600.0,https://en.wikipedia.org/wiki/Giovanni_Bernardi,https://en.wikipedia.org/wiki/Giovanni_Bernardi?action=history,https://en.wikipedia.org/wiki/Giovanni_Bernardi?action=edit,https://en.wikipedia.org/wiki/Talk:Giovanni_Bernardi,https://en.m.wikipedia.org/wiki/Giovanni_Bernardi,https://en.m.wikipedia.org/wiki/Special:History/Giovanni_Bernardi,https://en.m.wikipedia.org/wiki/Giovanni_Bernardi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giovanni_Bernardi
standard,Matteo dal Nasaro Veronese,Matteo dal Nasaro Veronese,Q3299651,14285158,en,ltr,1010276868,01f74370-7d11-11eb-91b5-7b11144da4d7,2021-03-04T17:42:29Z,Italian sculptor,local,"Matteo dal Nasaro Veronese, also known as Matteo dal Nasaro of Verona, was an Italian sculptor.","<p><b>Matteo dal Nasaro Veronese</b>, also known as <b>Matteo dal Nasaro of Verona</b>, was an Italian sculptor.</p>",0,,Matteo_dal_Nasaro_Veronese,Matteo dal Nasaro Veronese,Matteo dal Nasaro Veronese,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Matteo_del_Nassaro_-_Panel_with_the_Fall_of_Adam_and_Eve_-_Walters_27222.jpg/295px-Matteo_del_Nassaro_-_Panel_with_the_Fall_of_Adam_and_Eve_-_Walters_27222.jpg,295.0,320.0,https://upload.wikimedia.org/wikipedia/commons/c/c7/Matteo_del_Nassaro_-_Panel_with_the_Fall_of_Adam_and_Eve_-_Walters_27222.jpg,1658.0,1800.0,https://en.wikipedia.org/wiki/Matteo_dal_Nasaro_Veronese,https://en.wikipedia.org/wiki/Matteo_dal_Nasaro_Veronese?action=history,https://en.wikipedia.org/wiki/Matteo_dal_Nasaro_Veronese?action=edit,https://en.wikipedia.org/wiki/Talk:Matteo_dal_Nasaro_Veronese,https://en.m.wikipedia.org/wiki/Matteo_dal_Nasaro_Veronese,https://en.m.wikipedia.org/wiki/Special:History/Matteo_dal_Nasaro_Veronese,https://en.m.wikipedia.org/wiki/Matteo_dal_Nasaro_Veronese?action=edit,https://en.m.wikipedia.org/wiki/Talk:Matteo_dal_Nasaro_Veronese
standard,Marcantonio Raimondi,Marcantonio Raimondi,Q728375,1238224,en,ltr,1009369256,5b0e9ae0-b2e9-11eb-8582-cb4c23722057,2021-02-28T05:56:41Z,,,"Marcantonio Raimondi, often called simply Marcantonio, was an Italian engraver, known for being the first important printmaker whose body of work consists largely of prints copying paintings. He is therefore a key figure in the rise of the reproductive print. He also systematized a technique of engraving that became dominant in Italy and elsewhere. His collaboration with Raphael greatly helped his career, and he continued to exploit Raphael's works after the painter's death in 1520, playing a large part in spreading High Renaissance styles across Europe. Much of the biographical information we have comes from his life, the only one of a printmaker, in Vasari's Lives of the Artists.","<p><b>Marcantonio Raimondi</b>, often called simply <b>Marcantonio</b>, was an Italian engraver, known for being the first important printmaker whose body of work consists largely of prints copying paintings. He is therefore a key figure in the rise of the reproductive print. He also systematized a technique of engraving that became dominant in Italy and elsewhere. His collaboration with Raphael greatly helped his career, and he continued to exploit Raphael's works after the painter's death in 1520, playing a large part in spreading High Renaissance styles across Europe. Much of the biographical information we have comes from his life, the only one of a printmaker, in Vasari's <i>Lives of the Artists</i>.</p>",0,,Marcantonio_Raimondi,Marcantonio Raimondi,Marcantonio Raimondi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Houghton_Typ_525_68.864_-_Vasari%2C_Le_vite_-_Marcantonio.jpg/269px-Houghton_Typ_525_68.864_-_Vasari%2C_Le_vite_-_Marcantonio.jpg,269.0,320.0,https://upload.wikimedia.org/wikipedia/commons/3/38/Houghton_Typ_525_68.864_-_Vasari%2C_Le_vite_-_Marcantonio.jpg,2636.0,3132.0,https://en.wikipedia.org/wiki/Marcantonio_Raimondi,https://en.wikipedia.org/wiki/Marcantonio_Raimondi?action=history,https://en.wikipedia.org/wiki/Marcantonio_Raimondi?action=edit,https://en.wikipedia.org/wiki/Talk:Marcantonio_Raimondi,https://en.m.wikipedia.org/wiki/Marcantonio_Raimondi,https://en.m.wikipedia.org/wiki/Special:History/Marcantonio_Raimondi,https://en.m.wikipedia.org/wiki/Marcantonio_Raimondi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Marcantonio_Raimondi
standard,Antonio da Sangallo the Younger,Antonio da Sangallo the Younger,Q357276,991667,en,ltr,976207117,21b05030-b2e5-11eb-919d-c102ce696b60,2020-09-01T19:13:04Z,,,"Antonio da Sangallo the Younger, also known as Antonio da San Gallo, was an Italian architect active during the Renaissance, mainly in Rome and the Papal States.","<p><b>Antonio da Sangallo the Younger</b>, also known as <b>Antonio da San Gallo</b>, was an Italian architect active during the Renaissance, mainly in Rome and the Papal States.</p>",0,,Antonio_da_Sangallo_the_Younger,Antonio da Sangallo the Younger,Antonio da Sangallo the Younger,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Apostolic_Palace_model.jpg/320px-Apostolic_Palace_model.jpg,320.0,194.0,https://upload.wikimedia.org/wikipedia/commons/6/65/Apostolic_Palace_model.jpg,1014.0,616.0,https://en.wikipedia.org/wiki/Antonio_da_Sangallo_the_Younger,https://en.wikipedia.org/wiki/Antonio_da_Sangallo_the_Younger?action=history,https://en.wikipedia.org/wiki/Antonio_da_Sangallo_the_Younger?action=edit,https://en.wikipedia.org/wiki/Talk:Antonio_da_Sangallo_the_Younger,https://en.m.wikipedia.org/wiki/Antonio_da_Sangallo_the_Younger,https://en.m.wikipedia.org/wiki/Special:History/Antonio_da_Sangallo_the_Younger,https://en.m.wikipedia.org/wiki/Antonio_da_Sangallo_the_Younger?action=edit,https://en.m.wikipedia.org/wiki/Talk:Antonio_da_Sangallo_the_Younger
standard,Giulio Romano,Giulio Romano,Q215305,735328,en,ltr,1013776897,92f5d9b0-93a3-11eb-afdf-23b4097e6157,2021-03-23T11:52:29Z,,,"Giulio Romano, also known by his real name of Giulio Pippi, was an Italian painter and architect. He was a pupil of Raphael, and his stylistic deviations from High Renaissance classicism help define the 16th-century style known as Mannerism. Giulio's drawings have long been treasured by collectors; contemporary prints of them engraved by Marcantonio Raimondi were a significant contribution to the spread of 16th-century Italian style throughout Europe.","<p><b>Giulio Romano</b>, also known by his real name of <b>Giulio Pippi</b>, was an Italian painter and architect. He was a pupil of Raphael, and his stylistic deviations from High Renaissance classicism help define the 16th-century style known as Mannerism. Giulio's drawings have long been treasured by collectors; contemporary prints of them engraved by Marcantonio Raimondi were a significant contribution to the spread of 16th-century Italian style throughout Europe.</p>",0,,Giulio_Romano,Giulio Romano,Giulio Romano,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Titian_-_Portrait_of_Giulio_Romano_-_WGA22947.jpg/272px-Titian_-_Portrait_of_Giulio_Romano_-_WGA22947.jpg,272.0,320.0,https://upload.wikimedia.org/wikipedia/commons/7/75/Titian_-_Portrait_of_Giulio_Romano_-_WGA22947.jpg,1000.0,1174.0,https://en.wikipedia.org/wiki/Giulio_Romano,https://en.wikipedia.org/wiki/Giulio_Romano?action=history,https://en.wikipedia.org/wiki/Giulio_Romano?action=edit,https://en.wikipedia.org/wiki/Talk:Giulio_Romano,https://en.m.wikipedia.org/wiki/Giulio_Romano,https://en.m.wikipedia.org/wiki/Special:History/Giulio_Romano,https://en.m.wikipedia.org/wiki/Giulio_Romano?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giulio_Romano
standard,Sebastiano del Piombo,Sebastiano del Piombo,Q285423,1274426,en,ltr,1013428089,1726e400-943e-11eb-8730-45f4df35514f,2021-03-21T15:45:12Z,16th-century Italian painter,local,"Sebastiano del Piombo was an Italian painter of the High Renaissance and early Mannerist periods famous as the only major artist of the period to combine the colouring of the Venetian school in which he was trained with the monumental forms of the Roman school. He belongs both to the painting school of his native city, Venice, where he made significant contributions before he left for Rome in 1511, and that of Rome, where he stayed for the rest of his life, and whose style he thoroughly adopted.","<p><b>Sebastiano del Piombo</b> was an Italian painter of the High Renaissance and early Mannerist periods famous as the only major artist of the period to combine the colouring of the Venetian school in which he was trained with the monumental forms of the Roman school. He belongs both to the painting school of his native city, Venice, where he made significant contributions before he left for Rome in 1511, and that of Rome, where he stayed for the rest of his life, and whose style he thoroughly adopted.</p>",0,,Sebastiano_del_Piombo,Sebastiano del Piombo,Sebastiano del Piombo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Self_portrait%2C_after_Sebastiano_del_Piombo.jpg/244px-Self_portrait%2C_after_Sebastiano_del_Piombo.jpg,244.0,320.0,https://upload.wikimedia.org/wikipedia/commons/6/6d/Self_portrait%2C_after_Sebastiano_del_Piombo.jpg,2433.0,3189.0,https://en.wikipedia.org/wiki/Sebastiano_del_Piombo,https://en.wikipedia.org/wiki/Sebastiano_del_Piombo?action=history,https://en.wikipedia.org/wiki/Sebastiano_del_Piombo?action=edit,https://en.wikipedia.org/wiki/Talk:Sebastiano_del_Piombo,https://en.m.wikipedia.org/wiki/Sebastiano_del_Piombo,https://en.m.wikipedia.org/wiki/Special:History/Sebastiano_del_Piombo,https://en.m.wikipedia.org/wiki/Sebastiano_del_Piombo?action=edit,https://en.m.wikipedia.org/wiki/Talk:Sebastiano_del_Piombo
standard,Perino del Vaga,Perino del Vaga,Q918778,2928600,en,ltr,1013752648,115ed100-b30f-11eb-8ed1-a5c91c28bd8b,2021-03-23T08:19:08Z,,,Perino del Vaga was an Italian painter and draughtsman of the Late Renaissance/Mannerism.,<p><b>Perino</b> <b>del Vaga</b> was an Italian painter and draughtsman of the Late Renaissance/Mannerism.</p>,0,,Perino_del_Vaga,Perino del Vaga,Perino del Vaga,https://upload.wikimedia.org/wikipedia/commons/5/54/129_le_vite%2C_perin_del_vaga.jpg,255.0,300.0,https://upload.wikimedia.org/wikipedia/commons/5/54/129_le_vite%2C_perin_del_vaga.jpg,255.0,300.0,https://en.wikipedia.org/wiki/Perino_del_Vaga,https://en.wikipedia.org/wiki/Perino_del_Vaga?action=history,https://en.wikipedia.org/wiki/Perino_del_Vaga?action=edit,https://en.wikipedia.org/wiki/Talk:Perino_del_Vaga,https://en.m.wikipedia.org/wiki/Perino_del_Vaga,https://en.m.wikipedia.org/wiki/Special:History/Perino_del_Vaga,https://en.m.wikipedia.org/wiki/Perino_del_Vaga?action=edit,https://en.m.wikipedia.org/wiki/Talk:Perino_del_Vaga
standard,Domenico Beccafumi,Domenico Beccafumi,Q455712,871324,en,ltr,1006451013,73033d70-b2e1-11eb-88a9-3f63fccf279f,2021-02-12T23:33:38Z,,,Domenico di Pace Beccafumi was an Italian Renaissance-Mannerist painter active predominantly in Siena. He is considered one of the last undiluted representatives of the Sienese school of painting.,<p><b>Domenico di Pace Beccafumi</b> was an Italian Renaissance-Mannerist painter active predominantly in Siena. He is considered one of the last undiluted representatives of the Sienese school of painting.</p>,0,,Domenico_Beccafumi,Domenico Beccafumi,Domenico Beccafumi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Domenico_Beccafumi_064.jpg/270px-Domenico_Beccafumi_064.jpg,270.0,320.0,https://upload.wikimedia.org/wikipedia/commons/d/d2/Domenico_Beccafumi_064.jpg,2024.0,2395.0,https://en.wikipedia.org/wiki/Domenico_Beccafumi,https://en.wikipedia.org/wiki/Domenico_Beccafumi?action=history,https://en.wikipedia.org/wiki/Domenico_Beccafumi?action=edit,https://en.wikipedia.org/wiki/Talk:Domenico_Beccafumi,https://en.m.wikipedia.org/wiki/Domenico_Beccafumi,https://en.m.wikipedia.org/wiki/Special:History/Domenico_Beccafumi,https://en.m.wikipedia.org/wiki/Domenico_Beccafumi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Domenico_Beccafumi
standard,Giovanni Antonio Lappoli,Giovanni Antonio Lappoli,Q1627164,8447844,en,ltr,998070411,3bebbc50-940e-11eb-bcd3-735fccebbfa6,2021-01-03T17:42:42Z,,,Giovanni Antonio Lappoli (1492–1552) was a Tuscan painter from Arezzo who painted in a Mannerist style.,<p><b>Giovanni Antonio Lappoli</b> (1492–1552) was a Tuscan painter from Arezzo who painted in a Mannerist style.</p>,0,,Giovanni_Antonio_Lappoli,Giovanni Antonio Lappoli,Giovanni Antonio Lappoli,,,,,,,https://en.wikipedia.org/wiki/Giovanni_Antonio_Lappoli,https://en.wikipedia.org/wiki/Giovanni_Antonio_Lappoli?action=history,https://en.wikipedia.org/wiki/Giovanni_Antonio_Lappoli?action=edit,https://en.wikipedia.org/wiki/Talk:Giovanni_Antonio_Lappoli,https://en.m.wikipedia.org/wiki/Giovanni_Antonio_Lappoli,https://en.m.wikipedia.org/wiki/Special:History/Giovanni_Antonio_Lappoli,https://en.m.wikipedia.org/wiki/Giovanni_Antonio_Lappoli?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giovanni_Antonio_Lappoli
standard,Niccolò Soggi,Niccolò Soggi,Q1347662,14313009,en,ltr,996938003,1e96fbd0-71b6-11eb-a4c1-5f4192c0058a,2020-12-29T07:24:26Z,,,"Niccolò Soggi was an Italian painter, born in Monte San Savino in the Province of Arezzo, Italy.","<p><b>Niccolò Soggi</b> was an Italian painter, born in Monte San Savino in the Province of Arezzo, Italy.</p>",0,,Niccolò_Soggi,Niccolò Soggi,Niccolò Soggi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/%27Baldo_Magini_with_a_model_of_the_Church_of_San_Fabiano%27%2C_painting_by_Niccol%C3%B2_Soggi%2C_1522%2C_in_the_Prato_Cathedral.jpg/150px-%27Baldo_Magini_with_a_model_of_the_Church_of_San_Fabiano%27%2C_painting_by_Niccol%C3%B2_Soggi%2C_1522%2C_in_the_Prato_Cathedral.jpg,150.0,320.0,https://upload.wikimedia.org/wikipedia/commons/5/5a/%27Baldo_Magini_with_a_model_of_the_Church_of_San_Fabiano%27%2C_painting_by_Niccol%C3%B2_Soggi%2C_1522%2C_in_the_Prato_Cathedral.jpg,249.0,530.0,https://en.wikipedia.org/wiki/Niccol%C3%B2_Soggi,https://en.wikipedia.org/wiki/Niccol%C3%B2_Soggi?action=history,https://en.wikipedia.org/wiki/Niccol%C3%B2_Soggi?action=edit,https://en.wikipedia.org/wiki/Talk:Niccol%C3%B2_Soggi,https://en.m.wikipedia.org/wiki/Niccol%C3%B2_Soggi,https://en.m.wikipedia.org/wiki/Special:History/Niccol%C3%B2_Soggi,https://en.m.wikipedia.org/wiki/Niccol%C3%B2_Soggi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Niccol%C3%B2_Soggi
standard,Niccolò Tribolo,Niccolò Tribolo,Q1360130,3380535,en,ltr,996790771,18f909b0-b23f-11eb-bd31-b9d51857de02,2020-12-28T17:00:14Z,,,"Niccolò di Raffaello di Niccolò dei Pericoli, called ""Il Tribolo"" was an Italian Mannerist artist in the service of Cosimo I de' Medici in his natal city of Florence.","<p><b>Niccolò di Raffaello di Niccolò dei Pericoli</b>, called <b>""Il Tribolo""</b> was an Italian Mannerist artist in the service of Cosimo I de' Medici in his natal city of Florence.</p>",0,,Niccolò_Tribolo,Niccolò Tribolo,Niccolò Tribolo,,,,,,,https://en.wikipedia.org/wiki/Niccol%C3%B2_Tribolo,https://en.wikipedia.org/wiki/Niccol%C3%B2_Tribolo?action=history,https://en.wikipedia.org/wiki/Niccol%C3%B2_Tribolo?action=edit,https://en.wikipedia.org/wiki/Talk:Niccol%C3%B2_Tribolo,https://en.m.wikipedia.org/wiki/Niccol%C3%B2_Tribolo,https://en.m.wikipedia.org/wiki/Special:History/Niccol%C3%B2_Tribolo,https://en.m.wikipedia.org/wiki/Niccol%C3%B2_Tribolo?action=edit,https://en.m.wikipedia.org/wiki/Talk:Niccol%C3%B2_Tribolo
